chr5	139780907	139781407	.	0	0
chr1	27018562	27019062	.	0	0
chr17	39942975	39943475	.	0	0
chr6	27100477	27100977	.	0	0
chr15	98503502	98504002	.	0	0
chr7	77427635	77428135	.	0	0
chr1	6845007	6845507	.	0	0
chr19	54663391	54663891	.	0	0
chr22	39101343	39101843	.	0	0
chr19	4968594	4969094	.	0	0
chr9	35072508	35073008	.	0	0
chr1	45956768	45957268	.	0	0
chr10	101677696	101678196	.	0	0
chr19	54640571	54641071	.	0	0
chr11	66405793	66406293	.	0	0
chr17	2304713	2305213	.	0	0
chr13	98085292	98085792	.	0	0
chr17	38579263	38579763	.	0	0
chr16	3059778	3060278	.	0	0
chr7	30067680	30068180	.	0	0
chr8	141474308	141474808	.	0	0
chr12	120638772	120639272	.	0	0
chr1	150669535	150670035	.	0	0
chr17	8059679	8060179	.	0	0
chr6	26157923	26158423	.	0	0
chr6	26271473	26271973	.	0	0
chr15	70393776	70394276	.	0	0
chr6	26216793	26217293	.	0	0
chr5	112312069	112312569	.	0	0
chr22	39570703	39571203	.	0	0
chr2	63841680	63842180	.	0	0
chr14	69262998	69263498	.	0	0
chr8	127570426	127570926	.	0	0
chr5	115910333	115910833	.	0	0
chr16	3450874	3451374	.	0	0
chr2	5866180	5866680	.	0	0
chr19	10491136	10491636	.	0	0
chr5	179921020	179921520	.	0	0
chr7	134331189	134331689	.	0	0
chr14	78083033	78083533	.	0	0
chr14	91527146	91527646	.	0	0
chr17	79367701	79368201	.	0	0
chr19	11266316	11266816	.	0	0
chr17	74260863	74261363	.	0	0
chr17	1619495	1619995	.	0	0
chr12	125399239	125399739	.	0	0
chr11	57406811	57407311	.	0	0
chr19	47103999	47104499	.	0	0
chr19	55972893	55973393	.	0	0
chr17	72869205	72869705	.	0	0
chr7	25989935	25990435	.	0	0
chr4	8535889	8536389	.	0	0
chr17	2952096	2952596	.	0	0
chr22	31739208	31739708	.	0	0
chr16	20687100	20687600	.	0	0
chr19	12444318	12444818	.	0	0
chr19	38495121	38495621	.	0	0
chr2	44395347	44395847	.	0	0
chr10	28591825	28592325	.	0	0
chr7	73246438	73246938	.	0	0
chr1	25235840	25236340	.	0	0
chr12	120730812	120731312	.	0	0
chr12	121837549	121838049	.	0	0
chr17	8533976	8534476	.	0	0
chr17	48944702	48945202	.	0	0
chr14	22025532	22026032	.	0	0
chr3	119813603	119814103	.	0	0
chr10	96304632	96305132	.	0	0
chr16	77224444	77224944	.	0	0
chrX	1324739	1325239	.	0	0
chr14	65007104	65007604	.	0	0
chr19	42363528	42364028	.	0	0
chr14	68283194	68283694	.	0	0
chr1	154946785	154947285	.	0	0
chr14	24610748	24611248	.	0	0
chr11	57434656	57435156	.	0	0
chr2	26522413	26522913	.	0	0
chr19	49255996	49256496	.	0	0
chr3	177077590	177078090	.	0	0
chr4	185654332	185654832	.	0	0
chr16	84538074	84538574	.	0	0
chr14	99285747	99286247	.	0	0
chr11	71823219	71823719	.	0	0
chr10	131909198	131909698	.	0	0
chr19	12405469	12405969	.	0	0
chr6	139695594	139696094	.	0	0
chr4	83955882	83956382	.	0	0
chr2	9770940	9771440	.	0	0
chr11	64902322	64902822	.	0	0
chr1	205270479	205270979	.	0	0
chr14	82000076	82000576	.	0	0
chr3	155463572	155464072	.	0	0
chr9	74526036	74526536	.	0	0
chr1	158969344	158969844	.	0	0
chr14	74793062	74793562	.	0	0
chr9	95732565	95733065	.	0	0
chr8	103918474	103918974	.	0	0
chr9	74373176	74373676	.	0	0
chr7	23504810	23505310	.	0	0
chr14	64527408	64527908	.	0	0
chr18	33709569	33710069	.	0	0
chr5	141229147	141229647	.	0	0
chr11	67797826	67798326	.	0	0
chr14	54863340	54863840	.	0	0
chr5	140381747	140382247	.	0	0
chr1	11967949	11968449	.	0	0
chr6	26032142	26032642	.	0	0
chr1	16539025	16539525	.	0	0
chr10	95198408	95198908	.	0	0
chr17	1620289	1620789	.	0	0
chr22	42840029	42840529	.	0	0
chr3	9438539	9439039	.	0	0
chr19	19779323	19779823	.	0	0
chr1	200638967	200639467	.	0	0
chr19	756296	756796	.	0	0
chr6	139696346	139696846	.	0	0
chr17	18086469	18086969	.	0	0
chr1	151253596	151254096	.	0	0
chr9	88969068	88969568	.	0	0
chrX	49125441	49125941	.	0	0
chr3	119068184	119068684	.	0	0
chr13	100150810	100151310	.	0	0
chr20	62496263	62496763	.	0	0
chr2	113032807	113033307	.	0	0
chr15	41860587	41861087	.	0	0
chr1	212458303	212458803	.	0	0
chr19	58446579	58447079	.	0	0
chr8	127435849	127436349	.	0	0
chr13	52586161	52586661	.	0	0
chr11	118799109	118799609	.	0	0
chr8	9127312	9127812	.	0	0
chr21	32931580	32932080	.	0	0
chr6	76044314	76044814	.	0	0
chr8	22454855	22455355	.	0	0
chr2	73114840	73115340	.	0	0
chr7	73157140	73157640	.	0	0
chr2	61765311	61765811	.	0	0
chr11	71159276	71159776	.	0	0
chr17	62222978	62223478	.	0	0
chr14	74551009	74551509	.	0	0
chr16	75287309	75287809	.	0	0
chr11	57479666	57480166	.	0	0
chr10	52384147	52384647	.	0	0
chr12	104323789	104324289	.	0	0
chr1	27325836	27326336	.	0	0
chr1	221915278	221915778	.	0	0
chr5	133875428	133875928	.	0	0
chr22	32058016	32058516	.	0	0
chr19	12847588	12848088	.	0	0
chr11	65254972	65255472	.	0	0
chr17	64726639	64727139	.	0	0
chr16	71061914	71062414	.	0	0
chr5	108084337	108084837	.	0	0
chr17	56708933	56709433	.	0	0
chr17	59940721	59941221	.	0	0
chr9	33264702	33265202	.	0	0
chr1	201345566	201346066	.	0	0
chr19	18433728	18434228	.	0	0
chr11	88041131	88041631	.	0	0
chr5	77312952	77313452	.	0	0
chr3	52091191	52091691	.	0	0
chr17	76136408	76136908	.	0	0
chr22	49930107	49930607	.	0	0
chr6	31831271	31831771	.	0	0
chr14	77554545	77555045	.	0	0
chr3	79043162	79043662	.	0	0
chr8	71717438	71717938	.	0	0
chr19	13265561	13266061	.	0	0
chr15	75165170	75165670	.	0	0
chr14	102990915	102991415	.	0	0
chr6	85474235	85474735	.	0	0
chr10	104503311	104503811	.	0	0
