chr17	61919889	61920389	.	0	4
chr12	14410607	14411107	.	0	4
chr17	7740046	7740546	.	0	4
chr19	2462980	2463480	.	0	4
chr12	114837309	114837809	.	0	4
chr19	4342674	4343174	.	0	4
chr14	21737458	21737958	.	0	4
chr9	130829530	130830030	.	0	4
chr19	3721328	3721828	.	0	4
chr11	33824160	33824660	.	0	4
chr19	47551705	47552205	.	0	4
chr12	57039650	57040150	.	0	4
chr17	79818439	79818939	.	0	4
chr11	59383213	59383713	.	0	4
chr14	58764857	58765357	.	0	4
chr20	44485882	44486382	.	0	4
chr19	4246743	4247243	.	0	4
chr9	2241776	2242276	.	0	4
chr8	145159039	145159539	.	0	4
chr17	74667686	74668186	.	0	4
chr19	15529666	15530166	.	0	4
chr19	2944796	2945296	.	0	4
chr8	42010108	42010608	.	0	4
chr22	35695941	35696441	.	0	4
chr2	27008511	27009011	.	0	4
chr1	154955484	154955984	.	0	4
chr19	36248667	36249167	.	0	4
chr1	27019418	27019918	.	0	4
chr12	14926951	14927451	.	0	4
chr2	3486935	3487435	.	0	4
chr17	73452386	73452886	.	0	4
chr19	4328278	4328778	.	0	4
chr22	39925087	39925587	.	0	4
chr17	38574067	38574567	.	0	4
chr19	7894639	7895139	.	0	4
chr12	75723913	75724413	.	0	4
chr19	18314889	18315389	.	0	4
chr17	7620372	7620872	.	0	4
chr17	36754761	36755261	.	0	4
chr2	97303901	97304401	.	0	4
chr16	58663630	58664130	.	0	4
chr19	4471864	4472364	.	0	4
chr6	27114536	27115036	.	0	4
chr10	89621945	89622445	.	0	4
chr1	10739587	10740087	.	0	4
chr7	66395221	66395721	.	0	4
chr19	40005736	40006236	.	0	4
chr7	44887714	44888214	.	0	4
chr19	17420008	17420508	.	0	4
chr17	79212747	79213247	.	0	4
chr9	140135351	140135851	.	0	4
chr14	23938382	23938882	.	0	4
chrX	129299959	129300459	.	0	4
chr19	6737517	6738017	.	0	4
chr19	1790717	1791217	.	0	4
chr5	145582837	145583337	.	0	4
chr1	151254332	151254832	.	0	4
chr7	106809088	106809588	.	0	4
chr19	36193119	36193619	.	0	4
chr5	145826541	145827041	.	0	4
chr14	94492398	94492898	.	0	4
chr11	22647198	22647698	.	0	4
chr17	4870453	4870953	.	0	4
chr8	19674571	19675071	.	0	4
chr12	54752817	54753317	.	0	4
chr11	13298858	13299358	.	0	4
chr1	150601446	150601946	.	0	4
chr4	26322077	26322577	.	0	4
chr17	38210431	38210931	.	0	4
chr9	134248657	134249157	.	0	4
chr11	65601075	65601575	.	0	4
chr20	40246863	40247363	.	0	4
