chr17	61919889	61920389	.	0
chr17	45973157	45973657	.	0
chr16	30621521	30622021	.	0
chr15	64752411	64752911	.	0
chr12	14410607	14411107	.	0
chr17	7740046	7740546	.	0
chr19	55727669	55728169	.	0
chr19	2462980	2463480	.	0
chr19	10828197	10828697	.	0
chr12	114837309	114837809	.	0
chr19	4342674	4343174	.	0
chr14	21737458	21737958	.	0
chr7	100183940	100184440	.	0
chr9	130829530	130830030	.	0
chr8	145987699	145988199	.	0
chr19	3721328	3721828	.	0
chr11	33824160	33824660	.	0
chr19	47551705	47552205	.	0
chr1	154973102	154973602	.	0
chr12	57039650	57040150	.	0
chr4	185655168	185655668	.	0
chr17	79818439	79818939	.	0
chr19	55689996	55690496	.	0
chr11	59383213	59383713	.	0
chr14	58764857	58765357	.	0
chr19	6372394	6372894	.	0
chr20	44485882	44486382	.	0
chr19	4246743	4247243	.	0
chr9	2241776	2242276	.	0
chr8	145159039	145159539	.	0
chr2	11606148	11606648	.	0
chr12	56367364	56367864	.	0
chr17	74667686	74668186	.	0
chr16	57769033	57769533	.	0
chr19	15529666	15530166	.	0
chr17	17875746	17876246	.	0
chr19	2944796	2945296	.	0
chr8	42010108	42010608	.	0
chr22	35695941	35696441	.	0
chr2	27008511	27009011	.	0
chr1	154955484	154955984	.	0
chr19	36248667	36249167	.	0
chr1	27019418	27019918	.	0
chr9	139780538	139781038	.	0
chr11	63953306	63953806	.	0
chr12	14926951	14927451	.	0
chr2	3486935	3487435	.	0
chr17	26368333	26368833	.	0
chr17	73452386	73452886	.	0
chr18	33077716	33078216	.	0
chr19	4328278	4328778	.	0
chr19	14117032	14117532	.	0
chr22	39925087	39925587	.	0
chr2	17699519	17700019	.	0
chr17	38574067	38574567	.	0
chr19	7894639	7895139	.	0
chr12	75723913	75724413	.	0
chr17	57232405	57232905	.	0
chr19	18314889	18315389	.	0
chr17	7620372	7620872	.	0
chr17	36754761	36755261	.	0
chr12	53773421	53773921	.	0
chr2	97303901	97304401	.	0
chr16	58663630	58664130	.	0
chr1	43311913	43312413	.	0
chr3	126422775	126423275	.	0
chr19	4471864	4472364	.	0
chr6	27114536	27115036	.	0
chr10	89621945	89622445	.	0
chr1	10739587	10740087	.	0
chr15	63796500	63797000	.	0
chr7	66395221	66395721	.	0
chr19	33462707	33463207	.	0
chr19	42773078	42773578	.	0
chr19	40005736	40006236	.	0
chr7	44887714	44888214	.	0
chr19	17420008	17420508	.	0
chr17	79212747	79213247	.	0
chr9	140135351	140135851	.	0
chr14	23938382	23938882	.	0
chr5	139780907	139781407	.	0
chrX	129299959	129300459	.	0
chr2	88926958	88927458	.	0
chr19	6737517	6738017	.	0
chr19	1790717	1791217	.	0
chr8	144152341	144152841	.	0
chr5	145582837	145583337	.	0
chr1	151254332	151254832	.	0
chr7	106809088	106809588	.	0
chr1	27018562	27019062	.	0
chr19	17377748	17378248	.	0
chr19	36193119	36193619	.	0
chr5	145826541	145827041	.	0
chr14	94492398	94492898	.	0
chr11	22647198	22647698	.	0
chr17	4870453	4870953	.	0
chr8	19674571	19675071	.	0
chr19	6425144	6425644	.	0
chr12	54752817	54753317	.	0
chr11	13298858	13299358	.	0
chr1	150601446	150601946	.	0
chr4	26322077	26322577	.	0
chr19	54641102	54641602	.	0
chr17	38210431	38210931	.	0
chr9	134248657	134249157	.	0
chr11	65601075	65601575	.	0
chr19	18303568	18304068	.	0
chr1	36851442	36851942	.	0
chr20	40246863	40247363	.	0
chr20	21172473	21172973	.	0
chr15	90895173	90895673	.	0
chr17	61627436	61627936	.	0
chr19	55770467	55770967	.	0
chr19	14318045	14318545	.	0
chr10	76586016	76586516	.	0
chr12	125401598	125402098	.	0
chr9	23826182	23826682	.	0
chr11	125462384	125462884	.	0
chr16	3058264	3058764	.	0
chr16	2264724	2265224	.	0
chr10	5931832	5932332	.	0
chr6	12749391	12749891	.	0
chr19	50180154	50180654	.	0
chr19	12947007	12947507	.	0
chr17	39942975	39943475	.	0
chr4	467781	468281	.	0
chr15	89631281	89631781	.	0
chr19	1040871	1041371	.	0
chr1	10458778	10459278	.	0
chr1	150459559	150460059	.	0
chr22	40440456	40440956	.	0
chr14	68286195	68286695	.	0
chr10	101673652	101674152	.	0
chr8	109095741	109096241	.	0
chr19	13049054	13049554	.	0
chr2	73190504	73191004	.	0
chr14	23790331	23790831	.	0
chr19	36239145	36239645	.	0
chr3	88108011	88108511	.	0
chr17	47866314	47866814	.	0
chr1	10856528	10857028	.	0
chr5	32313100	32313600	.	0
chr20	44509540	44510040	.	0
chr15	43212860	43213360	.	0
chr19	12813795	12814295	.	0
chr19	42772740	42773240	.	0
chr20	44440886	44441386	.	0
chr7	30066159	30066659	.	0
chr14	104181619	104182119	.	0
chr22	37172036	37172536	.	0
chrX	46988395	46988895	.	0
chr19	1652713	1653213	.	0
chr16	89557015	89557515	.	0
chr7	148036245	148036745	.	0
chr19	46149266	46149766	.	0
chr18	61034713	61035213	.	0
chr2	201828226	201828726	.	0
chr15	44487352	44487852	.	0
chr9	139743488	139743988	.	0
chr7	150725201	150725701	.	0
chr1	156307894	156308394	.	0
chr8	71314172	71314672	.	0
chr1	151762929	151763429	.	0
chr19	41082464	41082964	.	0
chr12	58132620	58133120	.	0
chr19	2841137	2841637	.	0
chr3	127842472	127842972	.	0
chr11	62521443	62521943	.	0
chr6	27100477	27100977	.	0
chr1	150208345	150208845	.	0
chr5	177631214	177631714	.	0
chr2	97523604	97524104	.	0
chr9	131842950	131843450	.	0
chr16	74700623	74701123	.	0
chrX	65383780	65384280	.	0
chr18	62924373	62924873	.	0
chr14	96000936	96001436	.	0
chr3	56501050	56501550	.	0
chr6	26199350	26199850	.	0
chr13	20532517	20533017	.	0
chr12	112563020	112563520	.	0
chr1	33502331	33502831	.	0
chr11	124981328	124981828	.	0
chr16	50058801	50059301	.	0
chr7	152108453	152108953	.	0
chr9	115546509	115547009	.	0
chr2	232571571	232572071	.	0
chr1	27021897	27022397	.	0
chr1	36023066	36023566	.	0
chr1	213090149	213090649	.	0
chr1	51984916	51985416	.	0
chr19	6424776	6425276	.	0
chr19	21182386	21182886	.	0
chr7	99746179	99746679	.	0
chr15	41575851	41576351	.	0
chr16	23706196	23706696	.	0
chr17	36908698	36909198	.	0
chr17	7475733	7476233	.	0
chr11	107798689	107799189	.	0
chr12	6960287	6960787	.	0
chr6	128200712	128201212	.	0
chr15	98503502	98504002	.	0
chr19	7694388	7694888	.	0
chr1	220262996	220263496	.	0
chr12	53297096	53297596	.	0
chr5	43313624	43314124	.	0
chr2	232645795	232646295	.	0
chr1	229339152	229339652	.	0
chr2	73460243	73460743	.	0
chr15	93425447	93425947	.	0
chr15	70403531	70404031	.	0
chr14	39644073	39644573	.	0
chr12	54718552	54719052	.	0
chr3	107241496	107241996	.	0
chr2	71454082	71454582	.	0
chr4	166248481	166248981	.	0
chr11	62608934	62609434	.	0
chr7	23053572	23054072	.	0
chr14	73925239	73925739	.	0
chr11	62598989	62599489	.	0
chr22	40440015	40440515	.	0
chr12	54674164	54674664	.	0
chr22	17602124	17602624	.	0
chr13	111365286	111365786	.	0
chr12	96252436	96252936	.	0
chr12	54019623	54020123	.	0
chr12	56211364	56211864	.	0
chr15	75016263	75016763	.	0
chr11	117745261	117745761	.	0
chr15	90118364	90118864	.	0
chr1	6052462	6052962	.	0
chr19	1507632	1508132	.	0
chr17	44302552	44303052	.	0
chr19	13905836	13906336	.	0
chr19	46498363	46498863	.	0
chr1	161195431	161195931	.	0
chr3	179280410	179280910	.	0
chr17	47841362	47841862	.	0
chr1	85527679	85528179	.	0
chr1	35658595	35659095	.	0
chr16	78133184	78133684	.	0
chr5	58423398	58423898	.	0
chr19	19249089	19249589	.	0
chr10	120101616	120102116	.	0
chr1	45140063	45140563	.	0
chr12	14537706	14538206	.	0
chr11	67275528	67276028	.	0
chr22	38851906	38852406	.	0
chr1	38397310	38397810	.	0
chr19	1122961	1123461	.	0
chr14	24584081	24584581	.	0
chr17	73150453	73150953	.	0
chr4	48782219	48782719	.	0
chr7	1177740	1178240	.	0
chr19	8454915	8455415	.	0
chr5	151151098	151151598	.	0
chr19	14228443	14228943	.	0
chr14	21457813	21458313	.	0
chr9	9556972	9557472	.	0
chr7	77427635	77428135	.	0
chr12	53473010	53473510	.	0
chr5	159546366	159546866	.	0
chr3	148804125	148804625	.	0
chr6	159527702	159528202	.	0
chr20	37359470	37359970	.	0
chr15	83478026	83478526	.	0
chr4	124031	124531	.	0
chr6	27806005	27806505	.	0
chr19	12662167	12662667	.	0
chr19	46087503	46088003	.	0
chr22	38054187	38054687	.	0
chr1	6845007	6845507	.	0
chr16	30381824	30382324	.	0
chr1	82266820	82267320	.	0
chr1	158094807	158095307	.	0
chr7	129710055	129710555	.	0
chr3	49823831	49824331	.	0
chr12	120933540	120934040	.	0
chr19	54663391	54663891	.	0
chr19	41769762	41770262	.	0
chr17	46131579	46132079	.	0
chr11	61348772	61349272	.	0
chr13	77901127	77901627	.	0
chr7	8008059	8008559	.	0
chr1	11322469	11322969	.	0
chr19	42900971	42901471	.	0
chr8	33330474	33330974	.	0
chr17	58754904	58755404	.	0
chr12	510465	510965	.	0
chr3	9393343	9393843	.	0
chr6	136571300	136571800	.	0
chr12	51632764	51633264	.	0
chr22	36783931	36784431	.	0
chr17	29035653	29036153	.	0
chr22	39101343	39101843	.	0
chr1	25756980	25757480	.	0
chr20	30311230	30311730	.	0
chr1	43147745	43148245	.	0
chr19	54481407	54481907	.	0
chr19	4968594	4969094	.	0
chr7	10305825	10306325	.	0
chr9	34989334	34989834	.	0
chr9	35072508	35073008	.	0
chr2	20251276	20251776	.	0
chr1	45956768	45957268	.	0
chr10	119301851	119302351	.	0
chr19	14529994	14530494	.	0
chr1	153895366	153895866	.	0
chr19	48972175	48972675	.	0
chr21	47604335	47604835	.	0
chr20	62466213	62466713	.	0
chr22	20004203	20004703	.	0
chr2	236575081	236575581	.	0
chr4	331254	331754	.	0
chr12	120666618	120667118	.	0
chr7	100825678	100826178	.	0
chr2	64067807	64068307	.	0
chr15	40697654	40698154	.	0
chr5	172483947	172484447	.	0
chr16	67217342	67217842	.	0
chr20	19246258	19246758	.	0
chr10	104004848	104005348	.	0
chr19	50372717	50373217	.	0
chrX	49047365	49047865	.	0
chr11	44265144	44265644	.	0
chr9	33473752	33474252	.	0
chr1	28562281	28562781	.	0
chr10	101677696	101678196	.	0
chr16	70323259	70323759	.	0
chr15	85174349	85174849	.	0
chr17	46125321	46125821	.	0
chr11	17500998	17501498	.	0
chr7	1500393	1500893	.	0
chr3	100211109	100211609	.	0
chr1	17565799	17566299	.	0
chr3	10636548	10637048	.	0
chr22	37582240	37582740	.	0
chr6	100912646	100913146	.	0
chr3	127309420	127309920	.	0
chr19	48395390	48395890	.	0
chr2	232526773	232527273	.	0
chr19	49929438	49929938	.	0
chr1	36915861	36916361	.	0
chr3	51740668	51741168	.	0
chr11	65382733	65383233	.	0
chr19	36119620	36120120	.	0
chr1	149858105	149858605	.	0
chr12	122028009	122028509	.	0
chr11	29644663	29645163	.	0
chr11	105892832	105893332	.	0
chr10	101190280	101190780	.	0
chr17	35044100	35044600	.	0
chr6	160211175	160211675	.	0
chr19	54640571	54641071	.	0
chr21	34494369	34494869	.	0
chr3	61236953	61237453	.	0
chr1	24741957	24742457	.	0
chr7	44835938	44836438	.	0
chr18	21977744	21978244	.	0
chr17	78244582	78245082	.	0
chr15	40099995	40100495	.	0
chr14	21905223	21905723	.	0
chr14	42075048	42075548	.	0
chr1	10270229	10270729	.	0
chr7	75544129	75544629	.	0
chr7	158316879	158317379	.	0
chr11	76166360	76166860	.	0
chr3	114865960	114866460	.	0
chr20	34127449	34127949	.	0
chr16	22385779	22386279	.	0
chr1	150601962	150602462	.	0
chr2	11622634	11623134	.	0
chr12	70329949	70330449	.	0
chr19	36822547	36823047	.	0
chr1	153940011	153940511	.	0
chr11	66405793	66406293	.	0
chr15	89960012	89960512	.	0
chr4	775447	775947	.	0
chr1	117811593	117812093	.	0
chr9	96928838	96929338	.	0
chr17	2304713	2305213	.	0
chr16	30661749	30662249	.	0
chr18	44526449	44526949	.	0
chr3	195163693	195164193	.	0
chr6	26033667	26034167	.	0
chr11	77705843	77706343	.	0
chr6	144651665	144652165	.	0
chr6	27782462	27782962	.	0
chr1	27982505	27983005	.	0
chr4	175204163	175204663	.	0
chr11	75525936	75526436	.	0
chr19	19496153	19496653	.	0
chr19	33165904	33166404	.	0
chr19	14317530	14318030	.	0
chr12	133484982	133485482	.	0
chr22	38240273	38240773	.	0
chr14	103800235	103800735	.	0
chr2	27239534	27240034	.	0
chr3	156822960	156823460	.	0
chr6	42896803	42897303	.	0
chr17	57408715	57409215	.	0
chr6	80246962	80247462	.	0
chr13	98085292	98085792	.	0
chr19	41283759	41284259	.	0
chr1	169750427	169750927	.	0
chr16	28961944	28962444	.	0
chr22	38857421	38857921	.	0
chr20	35305566	35306066	.	0
chr8	25315784	25316284	.	0
chr6	4647801	4648301	.	0
chr19	40727815	40728315	.	0
chr19	42579931	42580431	.	0
chr10	104261736	104262236	.	0
chr3	27410738	27411238	.	0
chr20	3869673	3870173	.	0
chr5	36745270	36745770	.	0
chr13	103451153	103451653	.	0
chr13	26795772	26796272	.	0
chr19	39340852	39341352	.	0
chr1	160001576	160002076	.	0
chr17	17653248	17653748	.	0
chr17	38579263	38579763	.	0
chr19	39340489	39340989	.	0
chr17	48172385	48172885	.	0
chr4	6224557	6225057	.	0
chr5	179125598	179126098	.	0
chr9	95055816	95056316	.	0
chr16	3059778	3060278	.	0
chr7	30067680	30068180	.	0
chr1	1334559	1335059	.	0
chr22	21399878	21400378	.	0
chr19	17970405	17970905	.	0
chr19	4402175	4402675	.	0
chr10	99052224	99052724	.	0
chr8	141474308	141474808	.	0
chr6	107077175	107077675	.	0
chr11	14913622	14914122	.	0
chr19	55850900	55851400	.	0
chr11	61891154	61891654	.	0
chr5	153825214	153825714	.	0
chr14	53019247	53019747	.	0
chr17	17713219	17713719	.	0
chr2	73298281	73298781	.	0
chr10	83011093	83011593	.	0
chr12	120638772	120639272	.	0
