chr17	17875746	17876246	.	0	2
chr19	6425144	6425644	.	0	2
chr19	42772740	42773240	.	0	2
chr22	37172036	37172536	.	0	2
chr19	6424776	6425276	.	0	2
chr14	73925239	73925739	.	0	2
chr19	46498363	46498863	.	0	2
chr19	8454915	8455415	.	0	2
chr16	30381824	30382324	.	0	2
chr10	104004848	104005348	.	0	2
chr19	50372717	50373217	.	0	2
chr19	19496153	19496653	.	0	2
chr19	55850900	55851400	.	0	2
chr12	57472402	57472902	.	0	2
chr6	27860850	27861350	.	0	2
chr15	69744972	69745472	.	0	2
chr17	45726940	45727440	.	0	2
chr19	11456786	11457286	.	0	2
chr5	176853100	176853600	.	0	2
chr3	152879047	152879547	.	0	2
chr9	128003598	128004098	.	0	2
chr1	110881701	110882201	.	0	2
chr11	62495176	62495676	.	0	2
chr19	19030174	19030674	.	0	2
chr16	69458211	69458711	.	0	2
chr6	26234983	26235483	.	0	2
chr1	220267097	220267597	.	0	2
chr6	26183708	26184208	.	0	2
chr2	97405636	97406136	.	0	2
chrX	71177705	71178205	.	0	2
chr3	51422347	51422847	.	0	2
chr19	9945642	9946142	.	0	2
chr2	232572901	232573401	.	0	2
chr10	80828406	80828906	.	0	2
chr9	136889823	136890323	.	0	2
chr9	96928215	96928715	.	0	2
chr3	32910999	32911499	.	0	2
chr17	43238818	43239318	.	0	2
chr4	2263687	2264187	.	0	2
chr19	45394058	45394558	.	0	2
chr2	201936194	201936694	.	0	2
chr12	121432461	121432961	.	0	2
chr1	145382552	145383052	.	0	2
chr5	133706753	133707253	.	0	2
chr1	160990787	160991287	.	0	2
chr17	14204060	14204560	.	0	2
chr16	67260733	67261233	.	0	2
chr19	50269513	50270013	.	0	2
chr9	34329119	34329619	.	0	2
chr4	89205562	89206062	.	0	2
chr11	65337637	65338137	.	0	2
chr6	170894241	170894741	.	0	2
chr11	118966020	118966520	.	0	2
chr8	53541885	53542385	.	0	2
chr19	19971832	19972332	.	0	2
chr7	150080850	150081350	.	0	2
chr3	49170279	49170779	.	0	2
chr19	46195584	46196084	.	0	2
chr7	100136482	100136982	.	0	2
chr16	30382025	30382525	.	0	2
chr15	75052769	75053269	.	0	2
chr3	155572038	155572538	.	0	2
chr10	1352420	1352920	.	0	2
chr6	151773302	151773802	.	0	2
chr8	23820599	23821099	.	0	2
chr20	45948147	45948647	.	0	2
chr10	16284852	16285352	.	0	2
chr19	47950617	47951117	.	0	2
chr15	93286534	93287034	.	0	2
chr17	80712740	80713240	.	0	2
chr1	204534638	204535138	.	0	2
chr19	49140786	49141286	.	0	2
chr19	290406	290906	.	0	2
chr9	35814926	35815426	.	0	2
chr15	65103190	65103690	.	0	2
chr13	100339980	100340480	.	0	2
chr17	48637730	48638230	.	0	2
chr8	101734013	101734513	.	0	2
chr2	46925943	46926443	.	0	2
chr19	6767347	6767847	.	0	2
chr5	141252342	141252842	.	0	2
chr1	2518040	2518540	.	0	2
chr17	66453615	66454115	.	0	2
chr8	3102744	3103244	.	0	2
chr1	85156037	85156537	.	0	2
chr19	3985168	3985668	.	0	2
chr19	48867407	48867907	.	0	2
chr17	76182967	76183467	.	0	2
chrX	1779880	1780380	.	0	2
chr19	39902895	39903395	.	0	2
chr19	59031078	59031578	.	0	2
chr19	47164420	47164920	.	0	2
chr19	14606812	14607312	.	0	2
chr15	72523482	72523982	.	0	2
chr1	28241111	28241611	.	0	2
chr6	157173886	157174386	.	0	2
chr5	81147184	81147684	.	0	2
chr2	64503566	64504066	.	0	2
chr4	7799793	7800293	.	0	2
chr12	123011467	123011967	.	0	2
chr19	3725840	3726340	.	0	2
chr2	47629910	47630410	.	0	2
chr7	102389013	102389513	.	0	2
chr10	60723297	60723797	.	0	2
chr19	3573912	3574412	.	0	2
chr19	49468369	49468869	.	0	2
chr2	62581820	62582320	.	0	2
chr15	65709352	65709852	.	0	2
chr17	36956070	36956570	.	0	2
chr3	9975169	9975669	.	0	2
chr6	133135142	133135642	.	0	2
chr1	153540949	153541449	.	0	2
chr2	71127365	71127865	.	0	2
chr8	23643003	23643503	.	0	2
chr11	45168505	45169005	.	0	2
chr6	36561891	36562391	.	0	2
chr1	43735927	43736427	.	0	2
chr17	80550881	80551381	.	0	2
chr3	19308600	19309100	.	0	2
chr19	51870611	51871111	.	0	2
chr15	65100901	65101401	.	0	2
chr6	44213978	44214478	.	0	2
chr1	205263668	205264168	.	0	2
chr17	37896683	37897183	.	0	2
chr19	3868825	3869325	.	0	2
chr6	42104222	42104722	.	0	2
chr1	204077772	204078272	.	0	2
chr12	39845719	39846219	.	0	2
chr1	2210661	2211161	.	0	2
chr11	57405557	57406057	.	0	2
chr3	156877726	156878226	.	0	2
chr19	47291663	47292163	.	0	2
chr21	32931210	32931710	.	0	2
chr3	194840112	194840612	.	0	2
chr2	122437738	122438238	.	0	2
chr9	139377309	139377809	.	0	2
chr17	72983375	72983875	.	0	2
chr17	56756819	56757319	.	0	2
chr19	47776580	47777080	.	0	2
chr11	93177704	93178204	.	0	2
chr1	17567750	17568250	.	0	2
chr11	44845724	44846224	.	0	2
chr16	81347181	81347681	.	0	2
chr2	202860602	202861102	.	0	2
chr6	53658292	53658792	.	0	2
chr22	46431711	46432211	.	0	2
chr1	223203810	223204310	.	0	2
chr19	36605585	36606085	.	0	2
chr12	6445725	6446225	.	0	2
chr1	32859832	32860332	.	0	2
chr5	41903946	41904446	.	0	2
chr5	149792295	149792795	.	0	2
chr5	87962856	87963356	.	0	2
chr16	53078079	53078579	.	0	2
chr8	29442679	29443179	.	0	2
chr5	165501287	165501787	.	0	2
chr2	208376523	208377023	.	0	2
chr6	42531345	42531845	.	0	2
chr1	154984451	154984951	.	0	2
chr10	101690539	101691039	.	0	2
chr10	1095122	1095622	.	0	2
chr20	21682138	21682638	.	0	2
chr3	39195864	39196364	.	0	2
chr4	111332806	111333306	.	0	2
chr1	144941224	144941724	.	0	2
chr2	242823655	242824155	.	0	2
chr3	120150918	120151418	.	0	2
chr5	37371263	37371763	.	0	2
chr17	79448296	79448796	.	0	2
chr20	34542201	34542701	.	0	2
chr3	122161908	122162408	.	0	2
chr7	143582287	143582787	.	0	2
chr12	99631988	99632488	.	0	2
chr17	47448815	47449315	.	0	2
chr9	135230315	135230815	.	0	2
chr17	29596712	29597212	.	0	2
chr15	75328497	75328997	.	0	2
chr5	36417836	36418336	.	0	2
chr14	21776753	21777253	.	0	2
chr17	40828923	40829423	.	0	2
chr1	90394983	90395483	.	0	2
chr10	75757594	75758094	.	0	2
chr2	47403399	47403899	.	0	2
chr11	57298104	57298604	.	0	2
chr22	41985680	41986180	.	0	2
chr7	21466787	21467287	.	0	2
chr8	110346294	110346794	.	0	2
chr7	111846346	111846846	.	0	2
chr20	61425454	61425954	.	0	2
chr4	57773479	57773979	.	0	2
chr4	6974642	6975142	.	0	2
chr22	31789843	31790343	.	0	2
chr13	39198990	39199490	.	0	2
chr10	112631189	112631689	.	0	2
chr3	42641826	42642326	.	0	2
chrX	52950291	52950791	.	0	2
chr2	217556767	217557267	.	0	2
chr15	66124958	66125458	.	0	2
chr11	121337229	121337729	.	0	2
chr20	290973	291473	.	0	2
chr18	11955557	11956057	.	0	2
chr10	93646918	93647418	.	0	2
